,quotes,length
8287,"The most noteworthy figures here are those of Arcesilaus and Carneades. 
 - HoP 2",81.0
8288,"The establishment of the Middle Academy is ascribed to Arcesilaus, and the New Academy is said to contain the philosophy of Carneades; but this distinction has no signification. 
 - HoP 2",187.0
8289,"Both of these are closely connected with Scepticism, and the Sceptics themselves have often trouble in distinguishing their standpoint from the Academic principle. 
 - HoP 2",173.0
8291,"The distinction often consists in the meanings of words only, and in quite external differences. 
 - HoP 2",106.0
8292,"The standpoint of the Academics is that they express the truth as a subjective conviction of self-consciousness; and this tallies with the subjective idealism of modern times. 
 - HoP 2",185.0
8293,"The truth, in so far as it is only a subjective conviction, has hence been called, by the New Academy, the probable. 
 - HoP 2",126.0
8294,"Although followers of Plato, and hence, Platonists, the Academicians did not remain at the standpoint of Plato, nor could they have done so. 
 - HoP 2",150.0
8295,"But we easily see the connection of this principle with the Platonic doctrines, if we recollect that with Plato the Idea has been the principle, and that, indeed, on the whole, in the form of universality. 
 - HoP 2",215.0
8296,"Plato remained, as we saw above , in the abstract Idea; to him the one great matter in Philosophy is to combine the infinite and finite. 
 - HoP 2",146.0
8297,"Platos Ideas are derived from the necessities of reason, from enthusiasm for the truth, but they are in themselves devoid of movement, and only universal, while Aristotle demands actuality, self-determining activity. 
 - HoP 2",226.0
8298,"Platos dialectic has only attempted to assert the universal as such, and to demonstrate the determinate and particular to be null, thus leaving nothing at all but abstract universality. 
 - HoP 2",195.0
8299,"His dialectic has hence very often a negative result, in which determinations are merely done away with and annulled. 
 - HoP 2",127.0
8301,"The necessity for a scientific ground has necessarily caused us to be carried on beyond this Platonic point of view. 
 - HoP 2",126.0
8303,"To the end they made a point of holding to the Platonic universality, uniting to this the Platonic dialectic also. 
 - HoP 2",124.0
8306,"Platos Ideas were thus torn from their rest through thought, because in such universality thought has not yet recognized itself as self-consciousness. 
 - HoP 2",160.0
8307,"Self-consciousness confronted them with great pretensions, actuality in general asserted itself against universality; and the rest of the Idea necessarily passed into the movement of thought. 
 - HoP 2",201.0
8308,"This movement now, however, in the New Academy turned dialectically against the determination of the Stoics and Epicureans, which rested on the fact that the criterion of the truth ought to be a concrete. 
 - HoP 2",214.0
8309,"For example, in the conception as comprehended by the Stoics, there is a thought which likewise has a content, although, again, this union still remains very formal. 
 - HoP 2",175.0
8310,"But the two forms in which the dialectic of the New Academy turns against this concrete, are represented by Arcesilaus and Carneades. 
 - HoP 2",143.0
8312,"The opposition to the Dogmatists thus does not in the case of Arcesilaus proceed from the dialectic of the Sceptics, but from keeping to abstraction; and here we perceive the gulf marking out this epoch from any other. 
 - HoP 2",228.0
8313,"Arcesilaus was born at Pitane in Ãolia in the 116th Olympiad , and was a contemporary of Epicurus and Zeno. 
 - HoP 2",117.0
8314,"Though he originally belonged to the Old Academy, yet the spirit of the time and the progressive development of Philosophy did not now admit of the simplicity of the Platonic manner. 
 - HoP 2",192.0
8315,"He possessed considerable means, and devoted himself entirely to the studies requisite for the education of a noble Greek, viz. 
 - HoP 2",137.0
8316,"Arcesilaus, familiar with all the Philosophy of those days, was by his contemporaries held to be as noble a man as he was a subtle and acute philosopher; being without pride in himself, he recognized the merits of others. 
 - HoP 2",231.0
8317,"He lived in Athens, occupied the post of scholarch in the Academy, and was thus a successor of Plato. 
 - HoP 2",111.0
8319,"What really happened as regards the transference of the chair to others, is, for the rest, unknown to us. 
 - HoP 2",115.0
8320,"He filled this office, in which he made use of the method of disputation, with approbation and applause, until his death, which took place in Olympiad 134, 4 , in the seventy-fourth year of his age. 
 - HoP 2",208.0
8321,"The principal points in the philosophy of Arcesilaus are preserved by Cicero in his Academics QuÃ¦stiones, but Sextus Empiricus is more valuable as an authority, for he is more thorough, definite, philosophic and systematic. 
 - HoP 2",234.0
8323,"This principle was called á¼ÏÎ¿ÏÎ®, and it is the same as that of the Sceptics; on the other hand this expression is connected with the principle of the Stoics as follows. 
 - HoP 2",184.0
8327,"This is called probability, but not quite appropriately; it is a universal set forth through the form of thought, and is only formal, having no absolute truth. 
 - HoP 2",169.0
8328,"Sextus  puts this plainly in saying that Arcesilaus has declared the withholding of approbation in relation to parts, to be a good, but the assenting to parts to be an evil,  because the assent only concerns parts. 
 - HoP 2",224.0
8330,"Sextus Empiricus gives us  a more particular explanation of this philosophy, which is preserved to us only as being in opposition to the Stoics. 
 - HoP 2",154.0
8331,"Arcesilaus asserted as against the Stoics, that everything is incomprehensible. 
 - HoP 2",89.0
8332,"He thus combated the conception of thought , which to the Stoics is the point of most importance and the concrete truth. 
 - HoP 2",130.0
8335,"If it is nothing excepting these, there remains to it nothing but an empty name. 
 - HoP 2",90.0
8336,"For knowledge must be a developed consciousness derived from reasons, but these reasons, as conceptions of thought, Arcesilaus states to be just such thoughts as those of the fool. 
 - HoP 2",190.0
8337,"They are thus, no doubt, the concrete directing power which constitutes the principal content of our consciousness; but it is not proved that they are the truth. 
 - HoP 2",171.0
8339,"Arcesilaus further gives effect to the distinctions which are more particularly brought up in modern times, and relied upon. 
 - HoP 2",134.0
8340,"If comprehension is the assent given to a conception of thought, it does not exist. 
 - HoP 2",93.0
8341,"For, in the first place, the assent is not on account of a conception, but of a reason; that is to say, it is only as regards axioms that this assent holds good. 
 - HoP 2",171.0
8342,"That is good; more fully the purport would be something like this: Thought, as subjective, is made to assent to an existence which is a determinate content of the conception. 
 - HoP 2",184.0
8343,"A sensuous image such as this, however, is foreign to thought, and with it thought cannot accord, because it is something different from it, something from which thought, on the contrary, holds itself aloof. 
 - HoP 2",217.0
8345,"Arcesilaus thus holds it up against the Stoics that their principle contains a contradiction within itself, because the conception of thought is made to be the thought of another, but thought can only think itself. 
 - HoP 2",224.0
8346,"This is a thought which concerns the inmost essence of the thing. 
 - HoP 2",75.0
8347,"Arcesilaus thus here makes the same celebrated distinction as in recent times has again been brought forward with so much force as the opposition between thought and Being, ideality and reality, subjective and objective. 
 - HoP 2",230.0
8348,"Things are something different from me. 
 - HoP 2",49.0
8349,"How can I attain to things? Thought is the independent determination of a content as universal; but a given content is individual and hence we cannot assent to such. 
 - HoP 2",175.0
8350,"The one is here, the other there; subjective and objective cannot pass to one another-this is a form of thought upon which for long the whole culture of modern philosophy has turned, and which we still find to-day. 
 - HoP 2",224.0
8351,"It is important to have a consciousness of this difference, and to assert this consciousness against the principle of the Stoics. 
 - HoP 2",139.0
8352,"It was of this unity of thought and reality that the Stoics ought to have given an account; and this they did not do, and indeed it was never done in ancient times. 
 - HoP 2",174.0
8354,"The unity of thought and conception is the difficult matter; thus if thought, as such, is the principle, it is abstract. 
 - HoP 2",130.0
8355,"The logic of the Stoics hence remained formal merely, and the attainment of a content could not be demonstrated. 
 - HoP 2",122.0
8356,"Thought and Being are themselves such abstractions, and we may move to and fro between them for long without arriving at any determination. 
 - HoP 2",149.0
8357,"Thus this unity of universal and particular cannot be the criterion. 
 - HoP 2",78.0
8358,"With the Stoics the conception as comprehended appears to be immediately asserted; it is a concrete, but it is not shown that this is the truth of these distinct elements. 
 - HoP 2",181.0
8359,"Against this immediately accepted concrete, the assertion of the difference of the two is thus quite consistent. 
 - HoP 2",122.0
8361,"Determinate content has its opposite in a determinate which must likewise as an object of thought be true; and this destroys itself. 
 - HoP 2",142.0
8363,"The truth of the world is, on the contrary, quite different, the universal law of reason which is as such for thought. 
 - HoP 2",128.0
8364,"Reasons are relatively ultimate for a content, but not absolutely ultimate; they can only be regarded as good reasons, as probability, as the Academics express it. 
 - HoP 2",173.0
8365,"This is a great truth which Arcesilaus had attained. 
 - HoP 2",62.0
8367,"For since nothing is comprehensible, he will, if he assents, assent to an incomprehensible; now because such an assent is opinion, the wise man will only be wise in opinion. 
 - HoP 2",183.0
8368,"We still likewise hear this said: Man thinks, but does not thereby arrive at the truth; it remains beyond. 
 - HoP 2",116.0
8369,"Cicero  thus expresses this: Neither the false nor the true can be known, if the true were simply to be such as is the false. 
 - HoP 2",135.0
8371,"What is right in this is that the good ground does not extend as far as truth. 
 - HoP 2",88.0
8372,"Happiness is brought about by discretion , and rational conduct operates in fitting and right action ; that is rightly done which is permitted by a well-grounded justification,  so that it appears to be true. 
 - HoP 2",218.0
8373,"Thus, he who regards what is well-founded will do rightly and be happy,  but for this culture and intelligent thought are requisite. 
 - HoP 2",142.0
8374,"Arcesilaus thus remains at the indeterminate, at subjectivity of conviction, and a probability justified by good grounds. 
 - HoP 2",131.0
8376,"But, on the whole, he possessed a higher kind of knowledge than the Stoics, because what is thus founded cannot be held to have the significance of an implicit existence, but only a relative truth in consciousness. 
 - HoP 2",224.0
8377,"Carneades was equally famous; he was one of the followers of Arcesilaus in the Academy, and he also lived in Athens, though considerably later. 
 - HoP 2",153.0
8378,"He was born in Cyrene in Ol. 
 - HoP 2",38.0
8380,"For he here held, after the manner of the Academics, two discourses on justice; the one for and the other against justice. 
 - HoP 2",132.0
8381,"That on which both generally speaking rested, can easily be discovered. 
 - HoP 2",81.0
8382,"In the justification of justice he took the universal as principle; but in showing its nullity, he laid weight on the principle of individuality, of self-interest. 
 - HoP 2",173.0
8383,"To the young Romans who knew little of the opposition in the Notion, this was something new; they had no idea of such methods of applying thought, were much attracted by them, and were soon won over to them. 
 - HoP 2",217.0
8385,"As the evil gained ground, Caius Acilius made a proposition in the Senate to banish all philosophers from the city, amongst whom, naturally, without their names being mentioned, those three ambassadors were included. 
 - HoP 2",226.0
8387,"The Roman youths might then as formerly give ear to their laws and magistrates, and learn wisdom from intercourse with the senators. 
 - HoP 2",142.0
8388,"But this taint can no more be avoided than could in Paradise the desire for knowledge. 
 - HoP 2",96.0
8389,"The knowledge which is a necessary moment in the culture of a people, thus makes its appearance as the Fall from innocence, and as corruption. 
 - HoP 2",152.0
8390,"An epoch such as this, in which thought appears to veer about, is then regarded as an evil as far as the security of the ancient constitution is concerned. 
 - HoP 2",165.0
8391,"But this evil of thought cannot be prevented by laws, &c; it can and must be the healer of itself through itself alone, if thought through thought itself is truly brought to pass. 
 - HoP 2",189.0
8392,"The philosophy of Carneades has been given to us in most detail by Sextus Empiricus; and all else of Carneades that we possess is likewise directed against the dogmatism of the Stoic and Epicurean philosophy. 
 - HoP 2",218.0
8393,"The fact that the nature of consciousness is what is most particularly considered makes his propositions interesting. 
 - HoP 2",127.0
8395,"This general empirical proposition is still in vogue. 
 - HoP 2",63.0
8398,"For this activity of consciousness consists in the fact that it changes the objective, and thus does not allow the objective as it is to come to us immediately. 
 - HoP 2",170.0
8399,"Hence the same attitude of separation is pre-supposed as formerly, viz. 
 - HoP 2",81.0
8400,"As against the Epicureans, Carneades maintains this: Because the living is distinguished from the dead through the activity of sensation, by this means it will comprehend itself and what is external. 
 - HoP 2",209.0
8401,"But this sensation which,  as Epicurus puts it , remains unmoved and is impassive and unchangeable, is neither sensation nor does it comprehend anything. 
 - HoP 2",163.0
8402,"For not until they have been changed and determined by the invasion of the actual does sensation show forth things. 
 - HoP 2",125.0
8403,"The sensation of Epicurus is an existent, but there is in it no principle of judgment, because each sensation is independent. 
 - HoP 2",135.0
8404,"But sensation must be analyzed in accordance with the two points of view there present, for as the soul is therein, determined, so likewise is that which determines determined by the energy of the conscious subject. 
 - HoP 2",225.0
8405,"Because I, as a living being, have sensation, a change in my consciousness takes place, which means that I am determined from without and from within. 
 - HoP 2",160.0
8406,"Consequently the criterion cannot be a simple determinateness, for it is really an implicit relationship in which two moments, sensation and thought, must be distinguished. 
 - HoP 2",182.0
8407,"Since to Carneades sensation is merely what comes first, he then says: The criterion is thus to be sought for in the affection of the soul by actuality. 
 - HoP 2",162.0
8408,"For it is only in the mean between the energy of the soul and that of outward things that the criterion can fall. 
 - HoP 2",123.0
8410,"Respecting this criterion, he says: This being determined must, however, be an indication both of itself and of the apparent, or of the thing through which it is affected; this affection is none other than the conception. 
 - HoP 2",231.0
8411,"Hence in life the conception is something which presents both itself and the other. 
 - HoP 2",93.0
8412,"If we see something, the sight has an affection, and it no longer is just as it was before seeing. 
 - HoP 2",108.0
8413,"Through an alteration such as this there arise in us two things: first change itself, ie the ordinary conception   and then that which change produced, what is seen. 
 - HoP 2",175.0
8414,"Now just as the light shows itself and everything in it, the conception reigns over knowledge in the animal, and it must, like the light, make itself evident, and reveal the actual through which consciousness is affected. 
 - HoP 2",231.0
8415,"This is quite the correct standpoint for consciousness, and it is in itself comprehensible, but it is only for the phenomenal mind that the other in the determinateness of consciousness is present. 
 - HoP 2",207.0
8416,"We now expect a development of this opposition; but Carneades passes into the region of empiricism without giving this further development. 
 - HoP 2",149.0
8418,"But because none is so constituted that it might not also be false, conceptions are likewise a common criterion of the true as of the false, or they form no criterion. 
 - HoP 2",177.0
8420,"In a popular way that is stated thus: There are also conceptions of untruth. 
 - HoP 2",86.0
8421,"Although I am convinced, it is still my conception merely, even if men think they have said something by saying that they have this conviction. 
 - HoP 2",153.0
8422,"They likewise say that insight or objective knowledge is still only the conviction of difference, but really the content is in its nature universal. 
 - HoP 2",158.0
8423,"Finally, because no conception is a criterion, neither can thought be taken as such, for this depends on conception -and must hence be just as uncertain as it is. 
 - HoP 2",172.0
8424,"For to thought, that respecting which it judges must be conception; but conception cannot exist without unthinking sensation -this may, however, be either true or false, so that there is no criterion. 
 - HoP 2",210.0
8426,"Philosophic culture of those times remained at this standpoint, and in modern times Reinhold also arrived at the same result. 
 - HoP 2",135.0
8429,"The conception is a conception of something; of that from which it comes as of the externally perceived object, and of the subject in which it is, eg of man. 
 - HoP 2",167.0
8430,"In this way it has two relationships-on the one hand to the object, and, on the other, to that which forms the conception. 
 - HoP 2",132.0
8431,"According to the former relationship it is either true or false; true if it harmonizes with what is conceived of, false if this is not so. 
 - HoP 2",148.0
8432,"But this point of view cannot here in any way come under consideration, for the judgment respecting this harmony is most certainly not in a position to separate the matter itself from the matter as conceived. 
 - HoP 2",218.0
8433,"According to the relationship to that which conceives, the one is conceived  to be true, but the other is not conceived to be true. 
 - HoP 2",141.0
8434,"Merely this relationship to the conceiver, however, comes under the consideration of the Academicians. 
 - HoP 2",112.0
8435,"That conceived of as true is called by the Academician appearance  and conviction, and convincing conception; but what is not conceived as true is called incongruity  and non-conviction and non-convincing conception. 
 - HoP 2",226.0
8436,"For neither that which is presented to us through itself as untrue, nor what is true but is not presented to us, convinces us. 
 - HoP 2",136.0
8439,"We have now shortly to show what is the distinction between these three steps. 
 - HoP 2",88.0
8441,"No further account of its content is given, but what is so frequently produced is, as empirical universality, made the first criterion. 
 - HoP 2",145.0
8442,"But this is only an individual and, speaking generally, an immediate and quite simple conception. 
 - HoP 2",107.0
8443,"Because, however, a conception is never for itself alone, but one depends on another as in a chain, the second criterion is added, viz. 
 - HoP 2",145.0
8444,"This is quite a correct determination, which everywhere appears in the universal. 
 - HoP 2",91.0
8445,"Nothing is seen or said alone, for a number of circumstances stand in connection with it. 
 - HoP 2",99.0
8447,"If none of such circumstances make us uncertain or cause us to think the others false, but when all uniformly agree, the conception is the more convincing. 
 - HoP 2",165.0
8448,"Thus when a conception is in harmony with the manifold circumstances in which it stands, it is secure. 
 - HoP 2",112.0
8449,"A cord may be thought to be a snake, but all the circumstances of the same have not been considered. 
 - HoP 2",110.0
8450,"Thus, as in judging of an illness all the symptoms must be brought under our consideration, so the fixed conception has conviction because all circumstances agree. 
 - HoP 2",173.0
8451,"Even more trustworthy than the fixed conception is the conception as developed , which brings about perfect conviction,  the third moment. 
 - HoP 2",148.0
8453,"Thus he who judges as well as what is judged and that according to which judgment is given, are subject to investigations. 
 - HoP 2",132.0
8457,"In the New Academy we see the subjective side of conviction expressed, or the belief that not the truth as truth, but its manifestation, or really what it is to the conception, is present in consciousness. 
 - HoP 2",215.0
8458,"Thus only subjective certainty is demanded; of the truth nothing more is said, for only what is relative in respect of consciousness is considered. 
 - HoP 2",157.0
8459,"Just as the Academic principle limited itself to the subjective act of the convincing conception, so likewise did the Stoics really place implicit existence in thought, and Epicurus in perception; but they called this the truth. 
 - HoP 2",238.0
8460,"The Academicians, on the contrary, set it up against the truth, and asserted that it is not the existent as such. 
 - HoP 2",123.0
8461,"They had thus a consciousness that the implicit really has the moment of consciousness in it, and that without this it cannot exist; this was also a fundamental principle to the former, but they were not conscious of it. 
 - HoP 2",230.0
8465,"Thus the Academy had no longer any fixed subsistence, but hereby really passed into Scepticism, which merely asserted a subjective belief in truth, so that all objective truth has really been denied. 
 - HoP 2",209.0
8466,"Scepticism completed the theory of the subjectivity of all knowledge by the fact that in knowledge it universally substituted for Being the expression appearance. 
 - HoP 2",172.0
8467,"Now this Scepticism undoubtedly appears to be something most impressive, to which great respect is due from man. 
 - HoP 2",122.0
8468,"In all times as now, it has been held to be the most formidable, and, indeed, the invincible opponent of Philosophy, because it signifies the art of dissolving all that is determinate, and showing it in its nullity. 
 - HoP 2",225.0
8469,"Thus it might almost appear as though it were held to be in itself invincible, and as though the only difference in convictions were whether the individual decided for it or for a positive, dogmatic philosophy. 
 - HoP 2",220.0
8470,"Its result undoubtedly is the disintegration of the truth, and, consequently, of all content, and thus perfect negation. 
 - HoP 2",130.0
8471,"The invincibility of Scepticism must undoubtedly be granted, only, however, in a subjective sense as regards the individual, who may keep to the point of view of taking no notice of Philosophy, and only asserting the negative. 
 - HoP 2",236.0
8473,"Certainly if we were merely to escape from it, it would not in reality have been defeated, for on its side it would remain where it was, and in possession of the field. 
 - HoP 2",178.0
8475,"If anyone actually desires to be a Sceptic, he cannot be convinced, or be brought to a positive philosophy,185 any more than he who is paralyzed in all his limbs can be made to stand. 
 - HoP 2",193.0
8476,"Scepticism is, in fact, such paralysis-an incapacity for truth which can only reach certainty of self, and not of the universal, remaining merely in the negative, and in individual self-consciousness. 
 - HoP 2",210.0
8477,"To keep oneself in individuality depends on the will of the individual; no one can prevent a man from doing this, because no one can possibly drive another out of nothing. 
 - HoP 2",181.0
8478,"But thinking Scepticism is quite different; it is the demonstration that all that is determinate and finite is unstable. 
 - HoP 2",130.0
8479,"As to this, positive philosophy may have the consciousness that it has the negation to Scepticism in itself; thus it does not oppose it, nor is it outside of it, for Scepticism is a moment in it. 
 - HoP 2",205.0
8480,"But this is true in such a way that this philosophy comprehends in itself the negative in its truth, as it is not present in Scepticism. 
 - HoP 2",146.0
8481,"The relation of Scepticism to Philosophy is further this, that the former is the dialectic of all that is determinate. 
 - HoP 2",128.0
8482,"The finitude of all conceptions of truth can be shown, for they contain in themselves a negation, and consequently a contradiction. 
 - HoP 2",141.0
8484,"Scepticism is similarly directed against the thought of the ordinary understanding which makes determinate differences appear to be ultimate and existent. 
 - HoP 2",164.0
8485,"But the logical Notion is itself this dialectic of Scepticism, for this negativity which is characteristic of Scepticism likewise belongs to the true knowledge of the Idea. 
 - HoP 2",182.0
8486,"The only difference is that the sceptics remain at the result as negative, saying, This and this has an internal contradiction, it thus disintegrates itself, and consequently does not exist. 
 - HoP 2",200.0
8487,"But this result as merely negative is itself again a one-sided determinateness opposed to the positive; ie Scepticism only holds its place as abstract understanding. 
 - HoP 2",175.0
8488,"It makes the mistake of thinking that this negation is likewise a determinate affirmative content in itself; for it is, as the negation of negation, the self-relating negativity or infinite affirmation. 
 - HoP 2",212.0
8489,"This, put quite abstractly, is the relation of Philosophy to Scepticism. 
 - HoP 2",82.0
8490,"The Idea, as abstract Idea, is the quiescent and inert; it only is in truth in as far as it grasps itself as living. 
 - HoP 2",126.0
8491,"This occurs because it is implicitly dialectic, in order to abrogate that inert quiescence, and to change itself. 
 - HoP 2",123.0
8492,"But if the philosophic Idea is thus implicitly dialectic, it is not so in a contingent manner. 
 - HoP 2",104.0
8493,"Scepticism, on the contrary, exercises its dialectic contingently, for just as the material comes up before it, it shows in the same that implicitly it is negative. 
 - HoP 2",174.0
8494,"The older Scepticism must further be distinguished from the modern, and it is only with the former that we have to do, for it alone is of a true, profound nature; the modern more resembles Epicureanism. 
 - HoP 2",212.0
8497,"Schulze and others make it fundamental that we must consider sensuous Being, what is given to us by sensuous consciousness, to be true; all else must be doubted. 
 - HoP 2",171.0
8498,"What we think is ultimate, the facts of consciousness. 
 - HoP 2",64.0
8499,"The older sceptics, indeed, allowed that men must direct their actions in accordance with this last, but to assert it to be the truth did not occur to them. 
 - HoP 2",166.0
8501,"But that is not even a peasants philosophy, for they know that all earthly things are transient, and that thus their Being is as good as their non-being. 
 - HoP 2",163.0
8502,"Modern Scepticism is the subjectivity and vanity of consciousness, which is undoubtedly invincible, not, however, to science and truth, but merely to itself, this subjectivity. 
 - HoP 2",186.0
8503,"For it goes no further than saying, This is held by me to be true, my feeling, my heart is ultimate to me. 
 - HoP 2",116.0
8504,"But here certainty is alone in question, and not truth; and, indeed, this nowadays is no longer called Scepticism. 
 - HoP 2",124.0
8505,"But the conviction of this individual subject expresses nothing at all, however high the matter which we talk of is supposed to be. 
 - HoP 2",141.0
8509,"Doubt, however, is only uncertainty, irresolution, indecision, the thought which is opposed to something held to be valid. 
 - HoP 2",132.0
8510,"Doubt proceeds from the fact of there being two; it is a passing to and fro between two or more points of view, so that we neither rest at the one nor the other-and yet we ought to remain at one point or another. 
 - HoP 2",222.0
8511,"Thus doubt in man is quite likely to involve a rending asunder of mind and spirit; it gives unrest and brings unhappiness with it; doubts, for instance, arise respecting the immortality of the soul and the existence of God. 
 - HoP 2",233.0
8512,"Forty years ago,186 much was written about this; in poetry, too, we found the situation of the doubter was a subject of the greatest interest, the unhappiness of doubt being depicted to us as in the Messias. 
 - HoP 2",217.0
8513,"This supposes a deep interest in a content, and the desire of the mind that this content should either be established in it or not, because it desires to find its rest either in the one or the other. 
 - HoP 2",209.0
8514,"Such doubt is said to betoken a keen and sharp-witted thinker, but it is only vanity and simple verbiage, or a feebleness that can never arrive at anything. 
 - HoP 2",166.0
8515,"This Scepticism has nowadays entered into our life, and it thus makes itself of account as this universal negativity. 
 - HoP 2",127.0
8517,"Or its doubt to it is certainty which has not the intention of attaining to truth, nor does it leave this matter undecided, for it is completely at a point, and perfectly decided, although this decision is not truth to it. 
 - HoP 2",232.0
8518,"This certainty of itself thus has as result the rest and security of the mind in itself, which is not touched with any grief, and of which doubt is the direct opposite. 
 - HoP 2",178.0
8519,"This is the standpoint of the imperturbability of Scepticism. 
 - HoP 2",71.0
8520,"Now what has to be considered even before treating of Scepticism itself, is its external history. 
 - HoP 2",107.0
8522,"For example, this day is to-day, but to-morrow is also to-day, &c; it is day now but night is also now, &c  Thus of what in this way is allowed to be a determinate, the opposite is also expressed. 
 - HoP 2",206.0
8524,"Only now are they thus; at another time they are different, and this time, the now, is itself no more while I am speaking of it; for time is not itself fixed, and it makes nothing fixed. 
 - HoP 2",196.0
8526,"The Sceptics have also presented this position in an historic way, and they show that even Homer was a sceptic, because he speaks of the same things in opposite ways. 
 - HoP 2",176.0
8527,"They also count in this category Bias, with his maxim Pledge thyself never. 
 - HoP 2",85.0
8529,"All this may be taken as being in part the sceptical uncertainty of everything; but that is not its real meaning. 
 - HoP 2",123.0
8531,"As philosophic consciousness Scepticism is consequently of later date. 
 - HoP 2",80.0
8533,"The history of Scepticism, properly so called, is usually commenced with Pyrrho as being its founder; and from him the names Pyrrhonism and Pyrrhonic are derived. 
 - HoP 2",172.0
8534,"Sextus Empiricus  says of him that he went into Scepticism more fully  and clearly than did his predecessors. 
 - HoP 2",119.0
8536,"As to the events of Pyrrhos life, they appear to be as much a matter of doubt as his doctrine; for they are without any connection, and little is known for certain concerning them. 
 - HoP 2",190.0
8537,"Pyrrho lived in the time of Aristotle and was born at Elis. 
 - HoP 2",69.0
8538,"I shall not give the names of his instructors; Anaxarchus, a disciple of Democritus, is specially mentioned amongst them. 
 - HoP 2",131.0
8539,"We cannot discover where he really lived, for the most part at least. 
 - HoP 2",79.0
8540,"As a proof of how very much he was esteemed during his life, it is said that his native town chose him as head priest, and the town of Athens gave him the right of citizenship. 
 - HoP 2",186.0
8541,"It is finally stated that he accompanied Alexander the Great in his journey to Asia; and that there he had considerable dealings with magicians and Brahmins. 
 - HoP 2",167.0
8542,"We are told that Alexander had him put to death because he desired the death of a Persian satrap; and this fate befel him in his ninetieth year. 
 - HoP 2",154.0
8543,"If all this is to be accepted, since Alexander spent between twelve and fourteen years in Asia, Pyrrho must at the earliest have set out on his travels in his seventy-eighth year. 
 - HoP 2",189.0
8544,"Pyrrho does not appear to have come forward as a public teacher, but merely to have left behind him individual friends who had been educated by him. 
 - HoP 2",158.0
8547,"They also said that it was only the friends surrounding him who drew him away from such dangers and saved him. 
 - HoP 2",120.0
8548,"But such anecdotes are evidently extravagant, because, for one thing, it is not conceivable that he could have followed Alexander to Asia at ninety years of age. 
 - HoP 2",171.0
8549,"It is also very clear that such stories are simply invented with the object of ridiculing the sceptical philosophy, by following out its principle to such extreme consequences. 
 - HoP 2",186.0
8551,"After Pyrrho, Timon of Phliasis, the sillographist, became specially famous. 
 - HoP 2",86.0
8552,"Of his Silli, ie biting remarks respecting all philosophies, many are quoted by the ancients; they are certainly bitter and disdainful enough, but many of them are not very witty or worthy of being preserved. 
 - HoP 2",218.0
8553,"Paul collected them in an essay, but in it much is given that is meaningless. 
 - HoP 2",87.0
8554,"Goethe and Schiller certainly show more capacity in works of a similar nature. 
 - HoP 2",88.0
8556,"Ãnesidemus was the first to reawaken Scepticism; he was of Cnossus in Crete, and lived in Ciceros time in Alexandria,190 which soon began to compete with Athens for the honour of being the seat of Philosophy and the sciences. 
 - HoP 2",235.0
8560,"He was a physician, and that he was an empirical physician, who did not act according to theory but in accordance with what appears, his name tells us. 
 - HoP 2",161.0
8561,"He lived and taught about the middle of the second century after Christ. 
 - HoP 2",82.0
8562,"There were in all eleven books, six of which are actually directed against mathematicians, but the other five against the philosophers. 
 - HoP 2",145.0
8563,"The distinction between the Academy and Scepticism was a matter as to which the Sceptics exercised themselves much. 
 - HoP 2",125.0
8565,"The Sceptics are, on the whole, very careful to distinguish their own from other systems. 
 - HoP 2",99.0
8566,"Sextus  distinguishes three philosophies: He who seeks an object must either find it or deny that it can be found, or persevere in the search. 
 - HoP 2",152.0
8567,"Now the same holds good with philosophic investigations; some assert that they have found the truth; others deny that it can be grasped; a third set are still engaged in search. 
 - HoP 2",187.0
8568,"The first, like Aristotle, Epicurus, the Stoics, and others, are the so-called Dogmatists; those who assert incomprehensibility are the Academicians; the Sceptics still continue to seek. 
 - HoP 2",196.0
8569,"Hence there are three philosophies: the Dogmatic, the Academic and the Sceptical. 
 - HoP 2",91.0
8570,"For this reason, the Sceptics called themselves the seekers , and their philosophy the seeking. 
 - HoP 2",105.0
8572,"But if it be asked if the subject is as it appears, we allow appearance ; yet we do not investigate the thing that appears, but only the predicate predicate 194 expressing its appearance. 
 - HoP 2",197.0
8573,"Thus, whether anything is sweet or not, we consider only as regards the Notion Notion ; but that is not what appears, but what is said of what appears. 
 - HoP 2",161.0
8574,"But if we institute direct investigations respecting what appears, we do so not in order to destroy what appears, but in order to condemn the rashness  of the dogmatists. 
 - HoP 2",180.0
8575,"Thus the Sceptics endeavour to bring about the result that in what they say no expression of a Being can be demonstrated, so that, for example, in a proposition, they always set appearance in the place of existence. 
 - HoP 2",225.0
8576,"According to Sextus they say : The Sceptic makes use of his propositions-for example, determine nothing , not the more , nothing is true, &c-not as if they really did exist. 
 - HoP 2",183.0
8577,"For he believes, for instance, that the proposition, everything is false, asserts that itself as well as the others is false, and consequently limits it. 
 - HoP 2",163.0
8578,"Thus we must similarly in all sceptical propositions recollect that we do not at all assert their truth; for we say that they may destroy themselves, since that limits them of which they are predicated. 
 - HoP 2",212.0
8579,"Now, the New Academy of Carneades does not express anything as being the true and existent, or as anything to which thought could agree; the Sceptics thus come very near to the Academy. 
 - HoP 2",195.0
8580,"Pure Scepticism merely makes this objection to the Academy, that it is still impure. 
 - HoP 2",94.0
8581,"Sextus says : But clearly they differ from us in the judgment of good and evil. 
 - HoP 2",89.0
